Rank	Dataset	original cut-off	original confidence	original min alignment length	Dataset with max. confidence	cut-off	confidence	min alignment length	sequence number	group number	fasta filename	classification filename
species	Stachybotrys	0.989	0.8808	50	Stachybotrys	0.989	0.8808	50	101	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Placopsis	0.966	0.8699	50	Placopsis	0.966	0.8699	50	67	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ceriporia	0.987	0.7177	50	Irpicaceae	0.988	0.8571	50	132	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Fulvifomes	0.984	0.8951	50	Fulvifomes	0.984	0.8951	50	59	28	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Marasmius	0.985	0.7702	50	All	0.988	0.8276	50	642	193	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Otidea	0.981	0.8389	50	Otidea	0.981	0.8389	50	136	34	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Nephroma	0.951	0.7923	50	Peltigeraceae	0.989	0.8358	50	102	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tricholomopsis	0.984	0.9	50	Tricholomopsis	0.984	0.9	50	63	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tephrocybe	0.975	0.7649	50	All	0.988	0.8276	50	40	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Apiospora	0.983	0.8635	50	Apiospora	0.983	0.8635	50	92	30	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hygrophorus	0.984	0.7869	50	All	0.988	0.8276	50	306	83	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gautieria	0.966	0.8385	50	Gautieria	0.966	0.8385	50	59	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Helminthosporium	0.981	0.857	50	Massarinaceae	0.983	0.8724	50	51	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Psilocybe	0.995	0.8282	50	Psilocybe	0.995	0.8282	50	144	42	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Crinipellis	0.984	0.7922	50	All	0.988	0.8276	50	74	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cyberlindnera	0.99	0.9276	50	Phaffomycetaceae	0.985	0.9324	50	147	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pezicula	0.989	0.8635	50	Dermateaceae	0.992	0.9078	50	82	20	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cryptococcus	0.959	0.9536	50	Cryptococcus	0.959	0.9536	50	216	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lecanora	0.973	0.8004	50	All	0.988	0.8276	50	543	159	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Stropharia	0.968	0.8303	50	Strophariaceae	0.984	0.8587	50	70	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hohenbuehelia	0.99	0.8095	50	Pleurotaceae	0.98	0.8362	50	119	32	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Periconia	0.988	0.8772	50	Periconiaceae	0.988	0.8823	50	114	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Galerina	0.983	0.8884	50	Galerina	0.983	0.8884	50	254	47	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phlegmacium	0.99	0.8368	50	Cortinariaceae	0.989	0.8412	50	411	169	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ochrolechia	0.967	0.8503	50	Ochrolechia	0.967	0.8503	50	65	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Coniothyrium	0.979	0.8545	50	Coniothyrium	0.979	0.8545	50	63	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phaeoacremonium	0.994	0.9077	50	Phaeoacremonium	0.994	0.9077	50	128	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dichostereum	0.956	0.9816	50	Dichostereum	0.956	0.9816	50	31	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hyphodontia	0.957	0.8925	50	Hyphodontia	0.957	0.8925	50	171	30	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Xanthoria	0.972	0.922	50	Xanthoria	0.972	0.922	50	176	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hypoxylon	0.968	0.8283	50	Hypoxylaceae	0.968	0.8528	50	484	96	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Trichaptum	0.982	0.93	50	Trichaptum	0.982	0.93	50	115	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Erioscyphella	0.973	0.8988	50	Erioscyphella	0.973	0.8988	50	39	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Keratinophyton	0.988	0.8335	50	Onygenales	0.986	0.8582	50	33	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Xerocomus	0.979	0.9096	50	Xerocomus	0.979	0.9096	50	87	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pyrenopeziza	0.973	0.9436	50	Pyrenopeziza	0.973	0.9436	50	34	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tylopilus	0.982	0.8861	50	Tylopilus	0.982	0.8861	50	112	36	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Monilinia	0.992	0.9366	50	Monilinia	0.992	0.9366	50	87	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cladonia	0.988	0.7343	50	All	0.988	0.8276	50	563	179	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Porpidia	0.951	0.8412	50	Porpidia	0.951	0.8412	50	68	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gnomoniopsis	0.988	0.9169	50	Gnomoniopsis	0.988	0.9169	50	44	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lactarius	0.988	0.8353	50	Lactarius	0.988	0.8353	50	915	211	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ceratobasidium	0.961	0.9702	50	Ceratobasidiaceae	0.961	0.9706	50	195	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ophiocordyceps	0.968	0.8568	50	Ophiocordyceps	0.968	0.8568	50	466	68	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Rhodocollybia	0.974	0.887	50	Rhodocollybia	0.974	0.887	50	116	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sarcodon	0.961	1.0	50	Sarcodon	0.961	1.0	50	54	20	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Neocamarosporium	0.979	0.9222	50	Neocamarosporium	0.979	0.9222	50	34	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Mallocybe	0.984	0.882	50	Mallocybe	0.984	0.882	50	77	31	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Thaxterogaster	0.985	0.8151	50	Cortinariaceae	0.989	0.8412	50	301	76	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Neosetophoma	0.987	0.8133	50	Pleosporales	0.992	0.8495	50	36	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Candelariella	0.975	0.7544	50	All	0.988	0.8276	50	135	30	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Neocucurbitaria	0.988	0.8463	50	Cucurbitariaceae	0.988	0.8864	50	47	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cladophialophora	0.981	0.8856	50	Herpotrichiellaceae	0.987	0.8961	50	211	42	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Malassezia	0.983	0.9561	50	Malassezia	0.983	0.9561	50	456	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Rinodina	0.97	0.8284	50	Rinodina	0.97	0.8284	50	118	67	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Melampsora	0.986	0.7582	50	Pucciniomycetes	0.985	0.8351	50	100	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phlebia	0.956	0.8347	50	Phlebia	0.956	0.8347	50	243	30	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Paraphaeosphaeria	0.986	0.8823	50	Paraphaeosphaeria	0.986	0.8823	50	60	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Zygosaccharomyces	0.968	0.9649	50	Zygosaccharomyces	0.968	0.9649	50	154	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lecanicillium	0.981	0.8745	50	Cordycipitaceae	0.978	0.9242	50	109	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Parasola	0.989	0.7666	50	All	0.988	0.8276	50	69	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Muyocopron	0.988	0.9461	50	Muyocopron	0.988	0.9461	50	32	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Collybia	0.93	0.8581	50	Collybia	0.93	0.8581	50	46	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Humicola	0.994	0.6937	50	Chaetomiaceae	0.99	0.8779	50	36	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sebacina	0.942	0.6318	50	All	0.988	0.8276	50	61	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sporobolomyces	0.994	0.826	50	Sporidiobolaceae	0.991	0.9024	50	125	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Calogaya	0.982	0.7391	50	All	0.988	0.8276	50	152	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Clavulinopsis	0.965	0.7409	50	All	0.988	0.8276	50	84	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Amauroderma	0.984	0.7712	50	All	0.988	0.8276	50	118	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Coccomyces	0.961	0.8335	50	Coccomyces	0.961	0.8335	50	52	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Kretzschmaria	0.971	0.8558	50	Kretzschmaria	0.971	0.8558	50	40	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Leptogium	0.965	0.854	50	Leptogium	0.965	0.854	50	143	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lophiostoma	0.988	0.6777	50	Pleosporales	0.992	0.8495	50	75	37	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lepiota	0.974	0.8522	50	Lepiota	0.974	0.8522	50	440	107	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tulostoma	0.979	0.9333	50	Tulostoma	0.979	0.9333	50	102	43	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Chlorociboria	0.942	0.9622	50	Chlorociboriaceae	0.944	0.9647	50	58	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Polyporus	0.969	0.8128	50	All	0.988	0.8276	50	251	41	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ophiostoma	0.993	0.8282	50	Ophiostomatales	0.99	0.8545	50	263	68	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Physcia	0.981	0.7394	50	All	0.988	0.8276	50	131	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Fuscopannaria	0.981	0.7979	50	Pannariaceae	0.987	0.8352	50	43	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Bacidia	0.97	0.9169	50	Bacidia	0.97	0.9169	50	92	42	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pseudosperma	0.973	0.8611	50	Pseudosperma	0.973	0.8611	50	88	39	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Arthrobotrys	0.984	0.8164	50	All	0.988	0.8276	50	118	29	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Acaulospora	0.963	0.7746	50	All	0.988	0.8276	50	231	33	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Zasmidium	0.982	0.88	50	Zasmidium	0.982	0.88	50	137	53	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Golovinomyces	0.982	0.7806	50	Erysiphaceae	0.991	0.8301	50	98	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Mollisia	0.983	0.7988	50	Mollisiaceae	0.986	0.8294	50	106	36	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Leucoagaricus	0.981	0.8064	50	All	0.988	0.8276	50	287	84	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Rhodocybe	0.935	0.9222	50	Rhodocybe	0.935	0.9222	50	52	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Neonectria	0.988	0.8658	50	Neonectria	0.988	0.8658	50	67	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Leptosphaeria	0.986	0.8609	50	Leptosphaeriaceae	0.987	0.8783	50	71	33	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Peziza	0.984	0.8915	50	Peziza	0.984	0.8915	50	172	54	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Conocybe	0.985	0.7902	50	All	0.988	0.8276	50	215	101	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sphaerulina	0.993	0.9044	50	Sphaerulina	0.993	0.9044	50	99	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Starmerella	0.987	0.9321	50	Starmerella	0.987	0.9321	50	67	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Toninia	0.957	0.849	50	Toninia	0.957	0.849	50	31	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Distoseptispora	0.981	0.8903	50	Distoseptispora	0.981	0.8903	50	64	35	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lentinellus	0.985	0.8467	50	Lentinellus	0.985	0.8467	50	109	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Colacogloea	0.955	0.9542	50	Colacogloea	0.955	0.9542	50	58	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gymnosporangium	0.978	0.9451	50	Gymnosporangium	0.978	0.9451	50	41	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hyaloscypha	0.986	0.7971	50	All	0.988	0.8276	50	246	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Terfezia	0.989	0.8867	50	Terfezia	0.989	0.8867	50	67	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lecania	0.971	0.8741	50	Lecania	0.971	0.8741	50	49	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Favolaschia	0.99	0.795	50	All	0.988	0.8276	50	46	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Leucocoprinus	0.977	0.944	50	Leucocoprinus	0.977	0.944	50	79	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Clitocybe	0.99	0.7596	50	All	0.988	0.8276	50	170	41	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Flavoplaca	0.983	0.8136	50	All	0.988	0.8276	50	134	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Clavaria	0.968	0.8403	50	Clavaria	0.968	0.8403	50	155	48	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phaeoclavulina	0.955	0.7167	50	All	0.988	0.8276	50	63	20	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Volvariella	0.962	0.9181	50	Volvariella	0.962	0.9181	50	104	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phylloporus	0.988	0.8616	50	Boletaceae	0.985	0.8761	50	118	34	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ramaria	0.986	0.8304	50	Ramaria	0.986	0.8304	50	399	103	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Emericellopsis	0.995	0.7972	50	Myrotheciomycetaceae	0.983	0.879	50	48	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Clavariadelphus	0.979	0.7406	50	All	0.988	0.8276	50	62	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tolypocladium	0.99	0.8146	50	All	0.988	0.8276	50	54	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Physisporinus	0.956	0.7442	50	All	0.988	0.8276	50	54	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cuphophyllus	0.947	0.7393	50	All	0.988	0.8276	50	128	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hodophilus	0.981	0.8638	50	Hodophilus	0.981	0.8638	50	112	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cora	0.981	0.8978	50	Cora	0.981	0.8978	50	185	48	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gnomonia	0.992	0.8593	50	Gnomoniaceae	0.992	0.9025	50	41	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Backusella	0.977	0.8715	50	Mucorales	0.964	0.8795	50	89	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Acarospora	0.979	0.7202	50	All	0.988	0.8276	50	265	73	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
